BATCH_SIZES,TRAIN-LOSS,VAL-LOSS,TRAIN-ACCURACY,VAL-ACCURACY
16,0.6240630563768053,0.6444596769036474,0.654411298336117,0.592749629001484
24,0.6252285010454836,0.6438468908135956,0.6528865494072837,0.5969896120415519
32,0.6253536836582162,0.6323872575083295,0.6343144935646334,0.6020775916896333
48,0.623131631803367,0.6446822366198978,0.6510240899925713,0.5942336230655078
