BATCH_SIZES,TRAIN-LOSS,VAL-LOSS,TRAIN-ACCURACY,VAL-ACCURACY
16,0.6487758799029406,0.6396449518203735,0.6046257407513952,0.6241090146750524
24,0.6482203630533087,0.6397569425900778,0.6047320005377274,0.6285115303983229
32,0.6478103280213983,0.6387123481432597,0.6068115023338904,0.6287211740041929
48,0.6424885641602637,0.6409792506694794,0.6317886688646615,0.6253668763102725
