BATCH_SIZES,TRAIN-LOSS,VAL-LOSS,TRAIN-ACCURACY,VAL-ACCURACY
16,0.6323166963401115,0.632308107037698,0.6455799510321079,0.6432038834951457
24,0.6289031239910772,0.6303873612034705,0.6502670732456051,0.6514967637540453
32,0.6418458431886992,0.6380392316849001,0.6153453265989445,0.6003236245954693
48,0.6283032154920054,0.6336734612141887,0.6533445089541254,0.6458333333333334
