NUM_CHANNELS,TRAIN-LOSS,VAL-LOSS,TRAIN-ACCURACY,VAL-ACCURACY
3,0.3613940088756826,0.3729083229036846,0.8727641603179861,0.8657477601654032
5,0.3575515742584189,0.3578821963544459,0.8767475527367986,0.8749827705031014
7,0.35649101788965337,0.3540664274852707,0.873624330243385,0.8756719503790489
