NUM_CHANNELS,TRAIN-LOSS,VAL-LOSS,TRAIN-ACCURACY,VAL-ACCURACY
3,0.3326419492048872,0.3349819086882037,0.8778155835318135,0.8783958602846055
5,0.3274174562179874,0.3334833723864936,0.8764351734079538,0.8792583009918068
7,0.32957144492288054,0.3335447842999267,0.8795277200395271,0.8793445450625269
