NUM_CHANNELS,TRAIN-LOSS,VAL-LOSS,TRAIN-ACCURACY,VAL-ACCURACY
12,0.25456395633462253,0.24630665791346065,0.9217613291906639,0.9198505371321812
24,0.25305023401916127,0.24557750320701457,0.9173488131122833,0.9201307800093415
48,0.25075883360461093,0.2456936763071302,0.9168117810952766,0.9198505371321812
