NUM_CHANNELS,TRAIN-LOSS,VAL-LOSS,TRAIN-ACCURACY,VAL-ACCURACY
12,0.3308869835538759,0.33938158675002,0.8798727585736688,0.876013805004314
24,0.3283585781996284,0.3385793416255433,0.8773238080632518,0.8762726488352027
48,0.33044691271774596,0.33797573899598815,0.8802609104107951,0.8764452113891286
