NUM_CHANNELS,TRAIN-LOSS,VAL-LOSS,TRAIN-ACCURACY,VAL-ACCURACY
3,0.6257898291348561,0.6289191911338081,0.6351339305611267,0.6270210409745294
5,0.6322265273144047,0.6283807347358112,0.6204669747543035,0.6283499446290144
7,0.6282294452271329,0.6294998419536671,0.6453810403005029,0.6299003322259136
